,distance_nm,Avg_order_param,StdDev_order_param
104,0.040000000000000924,-0.0024927496910095216,0.00945511955422137
105,0.05000000000000093,-0.0017726570367813123,0.010839012391208335
106,0.06000000000000093,-0.000654032826423645,0.011784321807613457
107,0.07000000000000095,-0.0005164980888366699,0.01340489635547297
108,0.08000000000000096,2.3797154426574707e-05,0.013408738569944402
109,0.09000000000000097,0.0009775370359420784,0.013199100136907362
110,0.10000000000000098,0.003493484854698181,0.012831941277525448
111,0.11000000000000101,0.006741827726364136,0.012007792468354254
112,0.12000000000000097,0.011414870619773865,0.010157324718984721
113,0.13000000000000098,0.013902395963668823,0.009228571529298032
114,0.140000000000001,0.014685609936714172,0.008687673594196381
115,0.15000000000000102,0.016134002804756166,0.009920509299281271
116,0.16000000000000106,0.017215943336486815,0.011634774068655237
117,0.17000000000000104,0.016777840256690976,0.012738181290624737
