,distance_nm,Avg_No_density_per_nm_sq,StdDev_No_density_per_nm_sq
0,-1.0,0.0,0.0
1,-0.99,0.0,0.0
2,-0.9800000000000001,0.0,0.0
3,-0.97,0.0,0.0
4,-0.96,0.0,0.0
5,-0.95,0.0,0.0
6,-0.9399999999999998,0.0,0.0
7,-0.93,0.0,0.0
8,-0.9200000000000002,0.0,0.0
9,-0.9099999999999999,0.0,0.0
10,-0.9,0.0,0.0
11,-0.8899999999999999,0.0,0.0
12,-0.8799999999999999,0.0,0.0
13,-0.8699999999999999,0.0,0.0
14,-0.8599999999999998,0.0,0.0
15,-0.8499999999999999,0.0,0.0
16,-0.8399999999999999,0.0,0.0
17,-0.8299999999999998,0.0,0.0
18,-0.82,0.0,0.0
19,-0.8099999999999998,0.0,0.0
20,-0.7999999999999998,0.0,0.0
21,-0.7899999999999998,0.0,0.0
22,-0.7799999999999998,0.0,0.0
23,-0.7699999999999998,0.0,0.0
24,-0.7599999999999998,0.0,0.0
25,-0.7499999999999998,0.0008659929511321818,0.0005440867982021604
26,-0.7399999999999998,0.08463941632907696,0.002177540038715033
27,-0.7299999999999998,1.557237640441165,0.052991441350547785
28,-0.7199999999999998,10.279108437057124,0.08876127884984827
29,-0.7099999999999997,32.96798702099117,0.2875074686287783
30,-0.6999999999999997,65.28966982897947,0.5132999545790877
31,-0.6899999999999997,89.71841940889082,0.8391605954271685
32,-0.6799999999999997,103.10967861943512,1.0335134782164737
33,-0.6699999999999997,103.00325264359863,0.9021174631153611
34,-0.6599999999999997,94.99523351017383,0.7049945696423453
35,-0.6499999999999997,83.03322729760863,0.7456449104025366
36,-0.6399999999999997,71.4298333239649,0.5585338860303333
37,-0.6299999999999997,60.745349028625164,0.2835735423085707
38,-0.6199999999999997,51.97922143434871,0.32695717185732187
39,-0.6099999999999997,44.29385304308522,0.29786561259592853
40,-0.5999999999999996,38.15879434865384,0.33529721023120507
41,-0.5899999999999996,33.54838461255523,0.40043501126983105
42,-0.5799999999999996,29.328674433146357,0.552343263670613
43,-0.5699999999999996,26.04920470578516,0.5877713213801041
44,-0.5599999999999996,23.226022106517878,0.5081701506044449
45,-0.5499999999999996,21.34658950967916,0.48029971420425394
46,-0.5399999999999996,19.367841194918498,0.7005774246182485
47,-0.5299999999999996,17.873137361264355,0.48314321302231616
48,-0.5199999999999996,16.92975198744678,0.4702436783977429
49,-0.5099999999999996,16.28677501051932,0.5223725771310977
50,-0.49999999999999967,16.438506091272956,0.4826511005011382
51,-0.4899999999999996,16.4226903252707,0.5355921375696286
52,-0.4799999999999994,17.472000310584654,0.577937620001595
53,-0.4699999999999995,18.963878272503525,0.5832156652714071
54,-0.4599999999999995,21.224347767840396,0.5255110534957669
55,-0.44999999999999946,24.756824172661318,0.3347883571042088
56,-0.4399999999999995,28.6372018509555,0.4144435977507842
57,-0.42999999999999955,34.37823375262174,0.6776113007557334
58,-0.4199999999999995,39.91047019591237,0.7430279995539011
59,-0.4099999999999994,44.46577543317314,0.9842979287652647
60,-0.39999999999999947,47.390279207722905,0.9795117266547043
61,-0.38999999999999946,48.353263369381885,0.9604400737258851
62,-0.37999999999999945,47.35974156155139,0.9101157732703739
63,-0.36999999999999933,45.994708777685204,0.7661890698684378
64,-0.35999999999999943,44.660897318636145,0.6635598449155834
65,-0.3499999999999994,42.63930514208263,0.560346070054293
66,-0.3399999999999994,40.82226961630181,0.789169036258531
67,-0.3299999999999994,39.20236143334449,0.9068913552921287
68,-0.3199999999999994,37.9115761503938,0.9553197847846521
69,-0.3099999999999994,36.388750335116036,0.7939249062805317
70,-0.2999999999999994,36.00921752963826,0.5776174170900021
71,-0.28999999999999937,34.66752097687626,0.4122194834845067
72,-0.27999999999999936,34.040861130291184,0.5858571835245721
73,-0.2699999999999993,33.537354597072394,0.7907196074563279
74,-0.2599999999999993,32.82473355544336,0.8042188592537928
75,-0.24999999999999928,33.29282553481848,0.6488840211582931
76,-0.23999999999999927,32.419585590042615,0.7452388021624471
77,-0.22999999999999926,32.5149359718199,0.7016868943522876
78,-0.2199999999999993,32.07063600931273,0.8259364584532323
79,-0.2099999999999993,31.59707460077255,0.7299989281405311
80,-0.1999999999999993,31.371232754832544,0.8052725082493141
81,-0.18999999999999928,30.302415138829936,0.7283211280500532
82,-0.17999999999999927,30.222834944478528,0.7773298022544968
83,-0.16999999999999926,29.958752672959584,0.7430277024930907
84,-0.15999999999999925,29.97402149604534,0.5134176628255742
85,-0.14999999999999925,29.976026953405853,0.5418644999285854
86,-0.13999999999999924,30.163673952343288,0.6548025002065341
87,-0.12999999999999926,30.259434541307957,0.7387287477853957
88,-0.11999999999999922,30.61686173724367,0.6806025133251276
89,-0.10999999999999918,31.185181006068255,0.5910958109343913
90,-0.0999999999999992,32.11630574284085,0.5575375578383123
91,-0.08999999999999919,32.97687484338436,0.4251990982467323
92,-0.07999999999999917,33.78461837390881,0.2781533870883083
93,-0.06999999999999917,34.54988267125141,0.3666382655461857
94,-0.059999999999999165,34.84008146703345,0.4691510102940438
95,-0.04999999999999916,36.411129416116346,0.8140515887030738
96,-0.03999999999999915,36.67735388072494,1.0390621616142084
97,-0.02999999999999914,37.305608977483146,0.8614329381558342
98,-0.01999999999999913,37.78764800122914,0.6511153168097144
99,-0.00999999999999912,37.904557049631975,0.562412239413111
100,8.881784197001252e-16,38.85751392448839,0.47805982893210597
101,0.010000000000000895,38.17306044305933,0.6424839653180405
102,0.020000000000000902,38.362621742204524,0.8295172459146621
103,0.030000000000000922,37.862989387977635,0.6537601635227889
