,mu-cassandra_kJmol,run,nmols_per_nm^2,nmols
0,-47.25,0,27.540767257572302,483.3887961120389
1,-47.25,1,27.603198567130878,484.48457515424843
2,-47.25,2,27.917221576290586,489.9962300376996
3,-47.25,3,27.472086492967154,482.18332816671835
4,-47.25,4,27.39963178449944,480.91162088379116
5,-47.25,5,27.49761302992645,482.63136368636316
