#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        
100000           -4.10139272e+00  8.46343792e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.94773651e+00 -4.38617385e+00  5.26366076e+01 -6.16403292e-32 -1.05066246e-34  6.08500000e-02  6.74194273e-02
200000           -1.70166833e+00  4.72730317e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17439864e+00 -1.68471087e+00  5.40198589e+01 -2.89947490e-30 -1.05067337e-29  6.23500000e-02  6.90813688e-02
300000           -4.19408021e+00  4.80134378e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.67421459e+00 -3.66720596e+00  5.39309210e+01 -1.30039890e-29 -2.14189284e-29  6.28400000e-02  6.96242697e-02
400000           -1.07968790e+00  1.55556745e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.23524464e+00 -8.87055345e-01  5.33045914e+01 -5.71785448e-29 -3.18163553e-29  6.13700000e-02  6.79955670e-02
500000           -1.49625235e+01  5.47971998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.04422435e+01 -1.93124469e+01  5.99890872e+01 -6.00979268e-30 -4.21545011e-29  6.99100000e-02  7.74575540e-02
600000           -5.79327495e-01 -1.31806131e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.66146882e-01 -3.16258730e-01  5.55885199e+01 -2.03275594e-29 -5.48216275e-29  6.38700000e-02  7.07654695e-02
700000           -1.45933358e+00  2.73311213e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.73264480e+00 -1.33488170e+00  5.05798097e+01 -1.05043832e-29 -6.59086239e-29  5.83100000e-02  6.46052063e-02
800000           -1.36065468e+00  9.96836565e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.46033833e+00 -1.12112587e+00  5.11454259e+01 -8.47647940e-05  1.50937921e-05  5.88900000e-02  6.52478237e-02
900000           -3.89209638e+00  8.53671129e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.74576751e+00 -4.08224445e+00  5.52011126e+01 -4.23823970e-04  1.50936412e+00  6.39000000e-02  7.07987083e-02
1000000          -4.01305665e+00  7.93210241e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.80626689e+00 -4.01867912e+00  5.40629168e+01 -9.26149975e-29 -9.55969062e-29  6.27400000e-02  6.95134736e-02
1100000          -4.01015207e+00  1.18864254e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.19879461e+00 -4.48811247e+00  5.24175480e+01 -6.11143269e-29 -1.08400553e-28  6.07700000e-02  6.73307904e-02
1200000          -1.47299213e+01  6.25630427e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.09862256e+01 -2.07078631e+01  5.84275887e+01 -1.61017731e-29 -1.18924743e-28  6.71500000e-02  7.43995816e-02
1300000          -6.03487738e+00  2.02643753e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.06131491e+00 -7.00471047e+00  5.45632409e+01 -7.37995972e-29 -1.28213025e-28  6.36200000e-02  7.04884793e-02
1400000          -1.78140809e+00  6.42753867e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.42416195e+00 -2.13317743e+00  5.07477859e+01 -3.93707051e-29 -1.42528402e-28  5.83800000e-02  6.46827636e-02
1500000          -2.11720650e+00  3.90421763e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.50762827e+00 -2.01528362e+00  5.16829520e+01 -5.26176769e-29 -1.54455242e-28  5.96800000e-02  6.61231129e-02
1600000          -2.93620454e+00  1.57696580e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.09390112e+00 -2.51114625e+00  5.23706251e+01 -5.41955530e-29 -1.64766227e-28  6.05700000e-02  6.71091982e-02
