,mu-cassandra_kJmol,run,nmols_per_nm^2,nmols
0,-51.0,0,0.00024897670802643125,0.00436997815010925
1,-48.0,0,0.0011203951861189405,0.019664901675491623
2,-47.0,0,0.0017998110312482751,0.03158984205078975
3,-46.0,0,11.377231958475667,199.69038654806727
4,-45.0,0,11.507905133207375,201.9839300803496
5,-44.0,0,11.686440519177472,205.11753941230293
6,-43.0,0,11.81860812389809,207.43731281343594
7,-42.0,0,11.946581582082924,209.68347158264208
8,-51.0,1,0.0002543892451574406,0.004464977675111625
9,-48.0,1,0.0009964765728563574,0.017489912550437248
10,-47.0,1,0.4467650583122796,7.841510792446038
11,-46.0,1,11.425194444086168,200.5322123389383
12,-45.0,1,11.54745881507929,202.67816660916696
13,-44.0,1,11.713841345968019,205.59847200763997
14,-43.0,1,11.788056630756543,206.90108049459752
15,-42.0,1,11.92479982344549,209.30116349418253
16,-51.0,2,0.00023815163376441248,0.0041799791001045
17,-48.0,2,0.0009050331823798306,0.015884920575397123
18,-47.0,2,0.001800665642374224,0.031604841975790124
19,-46.0,2,11.459503377478136,201.13439432802835
20,-45.0,2,11.605511694253869,203.69709651451743
21,-44.0,2,11.706323331893048,205.46651766741167
22,-43.0,2,11.75544865837559,206.32875335623322
23,-42.0,2,11.846640223440337,207.92932535337323
