#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        VOLUME          
10000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.28448675e+06 -2.17342357e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -5.61160679e+05  2.93445019e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
10200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.21075505e+06 -3.49933756e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.15331624e+06 -3.41711633e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.94142630e+06 -4.54526264e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.08636913e+06 -1.88982655e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.81168498e+06 -2.92808559e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.17198397e+06 -5.80922754e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
10800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.32865201e+06 -2.23664427e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
10900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.95517676e+06 -3.13348802e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.11518734e+06 -3.36253643e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.10559006e+06 -1.91734050e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.25586723e+06 -3.56391374e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.36120208e+06 -2.28323833e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.14891124e+05 -2.12905194e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
11500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.69701103e+06 -1.33247684e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.77122287e+06 -2.87016579e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.53181946e+06 -2.52746990e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.66743306e+06 -2.72159505e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
11900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.06195363e+06 -1.85487679e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
12000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.67427113e+05 -2.88108245e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
12100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.95241711e+06 -1.69807987e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
12200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -5.70189632e+05  2.80520453e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
12300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.10562144e+06 -1.91738542e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
12400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.01455699e+06 -3.55572678e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
12500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -8.11864812e+05 -6.54273741e+01  8.57000000e+02  7.97417183e+02  3.21501847e+04
12600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.56568516e+06 -2.57594722e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
12700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.80594857e+06 -4.35133198e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
12800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.46684498e+06 -3.86591950e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
12900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.75553876e+06 -1.41625683e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.80809236e+05  6.94756284e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
13100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.76539970e+06 -1.43037234e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.45665981e+05 -2.56958103e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
13300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.26657074e+06 -2.14777755e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.16858727e+06 -3.43897616e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.95711491e+06 -1.70480459e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.03080907e+06 -3.24175249e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.67264202e+06 -2.72905146e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.05176375e+06 -1.84029041e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
13900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.49255536e+06 -1.03980719e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.93863608e+06 -4.54126856e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.91909135e+06 -3.08183329e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.31040085e+06 -7.79060689e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
14300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.16651902e+06 -2.00455773e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.94937797e+06 -1.69372948e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.23415536e+06 -6.69918475e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
14600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.25506022e+06 -2.13130073e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.68265004e+06 -2.74337752e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
14800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.14446909e+06 -5.41536375e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
14900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.23155473e+06 -2.09765360e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.37446202e+06 -2.30221937e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.07872793e+06 -3.31034632e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.48920487e+06 -2.46646892e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.72742969e+06 -2.80747770e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.48520869e+06 -1.02929073e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.96990725e+06 -3.15457409e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -6.30993192e+05  1.93482721e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
15700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.07207594e+06 -4.37908633e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
15800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.37903408e+06 -2.30876408e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
15900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.42006643e+06 -9.36042331e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
16000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.22457665e+06 -2.08766478e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.09370533e+06 -4.68870186e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
16200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.72050755e+06 -4.22902677e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.18661400e+06 -3.46478067e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.47123916e+06 -1.00929394e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.72983869e+06 -2.81092607e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.52670695e+06 -2.52015157e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.24902267e+06 -2.12265823e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.96502618e+06 -1.71612923e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
16900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.52484667e+06 -1.08603083e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
17000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.68856477e+06 -4.18330202e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
17100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.35451206e+06 -8.42204023e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
17200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -7.60950782e+05  7.45391297e+00  8.57000000e+02  7.97417183e+02  3.21501847e+04
17300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.34643298e+06 -8.30639162e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
17400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.47471326e+04  1.03266923e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
17500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.68519529e+06 -1.31556312e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
17600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.39575394e+05 -2.48239685e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
17700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.19845212e+06 -6.18810801e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
17800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.56355387e+06 -2.57289637e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
17900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05  2.49037106e+05  1.45320897e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.62179819e+06 -2.65627066e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.88878026e+06 -1.60698641e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -8.98538434e+05 -1.89497008e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
18300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.81306973e+05 -3.07976680e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
18400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.04450878e+06 -3.98447399e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
18500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.99599889e+06 -3.19192319e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.17789822e+06 -3.45230440e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.86270912e+06 -3.00112450e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05  3.07238694e+04  1.14070278e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
18900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05  7.59869811e+05  2.18444444e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.36241405e+06 -2.28497320e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.65575662e+06 -2.70488072e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.12337956e+06 -5.11347601e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
19300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.10127781e+06 -1.91116769e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.44177053e+06 -9.67110840e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
19500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.19961596e+06 -2.05193461e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.00134873e+06 -3.36665604e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
19700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.63299691e+06 -4.10375898e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.12275586e+06 -3.37337044e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
19900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.80751812e+06 -2.92212090e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.70410051e+06 -2.77408296e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.59371413e+06 -1.18461170e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.05891231e+06 -4.19065453e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
20300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.32592279e+06 -2.23273751e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.18063296e+06 -5.93303416e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
20500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.67412040e+06 -4.16262553e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.29157533e+06 -2.18357056e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.36044081e+06 -2.28214860e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
20800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.02061941e+06 -3.64250769e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
20900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.69862314e+06 -5.62915798e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
