#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        VOLUME          
21000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.55017378e+06 -3.98520117e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.76379104e+06 -2.85952744e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.57969049e+06 -5.45891091e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.35000013e+06 -2.26720320e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.52686484e+06 -1.08891975e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.02912550e+06 -3.76426890e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
21600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.64635296e+06 -2.69141978e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.67187935e+06 -2.72795973e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.79871576e+06 -2.90952070e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
21900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.89040077e+06 -4.47222175e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -7.20459273e+05  6.54158003e+01  8.57000000e+02  7.97417183e+02  3.21501847e+04
22100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.41943985e+06 -9.35145414e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
22200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.08906432e+06 -4.75660023e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.55509608e+06 -2.56078941e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.44322471e+06 -3.83210808e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.04292462e+05  5.17995255e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
22600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05  2.33426235e+05  1.43086267e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.21104976e+06 -3.49975943e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05  5.78653193e+05  1.92504050e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
22900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.42719601e+06 -2.37770585e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.13062999e+06 -3.38464192e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.85251017e+06 -1.55506731e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -7.80561853e+05 -2.06185080e+01  8.57000000e+02  7.97417183e+02  3.21501847e+04
23300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.38574546e+06 -2.31837113e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.85947434e+06 -1.56503623e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.19364852e+06 -6.11934650e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
23600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.24362096e+06 -2.11492590e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.60420262e+06 -1.19962553e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.96820010e+06 -3.15213038e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
23900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -6.01306935e+05  2.35977346e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
24000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.96972843e+06 -1.72286030e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.76359926e+06 -1.42779509e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.99109959e+06 -4.61636786e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.11512730e+06 -3.36245048e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.18368221e+06 -2.02912612e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.41413263e+06 -9.27548355e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
24600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.04815469e+06 -1.83512419e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.75172957e+06 -1.41080413e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
24800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.07918833e+06 -4.48089710e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
24900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.14669980e+06 -5.44729538e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
25000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.54103164e+05 -2.69035575e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
25100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.67760393e+06 -2.73615423e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.22234424e+06 -2.08446919e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.89791308e+06 -3.05151748e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.73499511e+06 -1.38684946e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.72292345e+06 -1.36956939e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.34124144e+06 -5.11758115e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.84856689e+06 -2.98088049e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
25800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.44709071e+06 -9.74726447e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
25900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.10891049e+06 -4.90635733e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
26000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.92717261e+06 -3.09340127e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.94638136e+06 -1.68943995e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.79457032e+06 -1.47212886e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.17063119e+06 -5.78986305e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
26400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.60340480e+06 -5.49285695e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.94645994e+06 -1.68955244e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.36353860e+06 -8.55125128e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
26700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.01462749e+06 -3.21858924e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.45504565e+06 -3.84902926e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
26900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.37039134e+06 -3.72785019e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
27000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.62688540e+06 -1.23209496e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
27100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.98570882e+06 -3.17719339e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
27200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.32282662e+06 -7.96847646e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
27300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.14426712e+06 -5.41247263e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
27400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.60858179e+06 -2.63735194e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
27500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.76035748e+06 -4.28607026e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
27600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.78401439e+05 -3.03817531e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
27700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.73727178e+06 -1.39010842e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
27800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -4.02250727e+05  5.20917912e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
27900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -8.37864534e+05 -1.02644879e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
28000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.24805807e+06 -6.89819630e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
28100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.19549728e+06 -2.04603889e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
28200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.22406530e+06 -3.51839062e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
28300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.06112589e+06 -3.28514973e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
28400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.23479753e+06 -6.70837715e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
28500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.07990175e+06 -1.88056877e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
28600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.78834280e+06 -2.89467224e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
28700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.09352456e+06 -4.68611416e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
28800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.20406505e+06 -6.26845471e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
28900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.21975014e+06 -2.08075583e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.84086721e+06 -2.96985873e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.47710935e+06 -3.88061251e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.83680378e+06 -2.96404210e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.49977803e+06 -1.05014613e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.08391038e+06 -1.88630696e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.33761524e+06 -3.68093257e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.91815534e+06 -1.64903560e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -9.80719998e+05 -3.07136450e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
29800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.85157974e+06 -2.98519326e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
29900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -8.87444582e+05 -1.73616627e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
30000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.66423010e+06 -1.28555233e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.88076301e+06 -1.59551006e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.94902469e+06 -3.12468159e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.23885412e+06 -3.53956020e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -6.12023244e+05  2.20637401e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
30500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.33751623e+06 -2.24933303e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.03117896e+06 -3.24228197e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.45290615e+06 -9.83051010e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
30800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.92566314e+06 -1.65978270e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
30900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.53784215e+06 -1.10463331e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31000000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.58970432e+06 -1.17887182e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31100000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.56895414e+05  5.85842129e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
31200000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.95549327e+06 -3.13394110e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31300000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.21509104e+06 -6.42628706e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
31400000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -3.33349210e+06 -3.67503048e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31500000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -6.35985599e+05  1.86336302e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
31600000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.24199725e+06 -2.11260164e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31700000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.89042202e+06 -3.04079434e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31800000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -2.20694203e+06 -2.06242157e+03  8.57000000e+02  7.97417183e+02  3.21501847e+04
31900000         -2.03880027e+06  1.35794451e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.17459472e+06 -1.70792488e+06  2.82577104e+05 -1.43843278e+06 -9.62332988e+02  8.57000000e+02  7.97417183e+02  3.21501847e+04
