P_div_Po,nmols_per_nm^2
0.037346605880034,0
0.102810589253678,0
0.295133869773262,0
0.923890985333109,0
1.70094083300697,0
2.39526727634337,0
3.33699941081718,22.481
7.13867104667918,22.932
10.8612151062731,23.083
43.6900017140778,23.684
