P_div_Po,nmols_per_nm^2
0.013044301767298,0
0.132451228827183,0
1.26117126925135,0
1.36814944298592,11.053
1.70094083300697,11.053
3.33699941081718,11.203
16.6219261687115,11.504
120.395779772663,11.654
