,z-loc_nm,density-ow_nm^-3,density-hw_nm^-3,s_value
0,-1.0,0.0,0.0,
1,-0.99,0.0,0.0,
2,-0.98,0.0,0.0,
3,-0.97,0.0,0.0,
4,-0.96,0.0,0.0,
5,-0.95,0.0,0.0,
6,-0.94,0.0,0.0,
7,-0.9299999999999999,0.0,0.0,
8,-0.9199999999999999,0.0,0.0,
9,-0.9099999999999999,0.0,0.0,
10,-0.8999999999999999,0.0,0.0,
11,-0.8899999999999999,0.0,0.0,
12,-0.8799999999999999,0.0,0.0,
13,-0.8699999999999999,0.0,0.0,
14,-0.8599999999999999,0.0,0.0,
15,-0.8499999999999999,0.0,0.0,
16,-0.8399999999999999,0.0,0.006548685189059643,
17,-0.8299999999999998,0.0,0.11263738525182586,
18,-0.8199999999999998,0.0,0.7790315900905351,
19,-0.8099999999999998,0.0,2.7357787245815564,
20,-0.7999999999999998,0.0,5.927869833136789,
21,-0.7899999999999998,0.0,9.469136835972682,
22,-0.7799999999999998,0.0,12.755790958657935,
23,-0.7699999999999998,0.0,16.282388906670334,
24,-0.7599999999999998,0.0,20.246177077904356,
25,-0.7499999999999998,0.0010477896302495428,26.220935496994812,-0.18596433103084564
26,-0.7399999999999998,0.1118515430291387,35.30369990681297,-0.28428197652101517
27,-0.7299999999999998,2.0211861967513682,49.83628013096657,-0.28416409343481064
28,-0.7199999999999998,13.01669057659007,70.46751989798763,-0.28890686482191086
29,-0.7099999999999997,40.76085024856015,96.37411850590757,-0.2887783870100975
30,-0.6999999999999997,76.9436456551525,123.1354515047036,-0.2855631560087204
31,-0.6899999999999997,104.76036475901736,144.43518105582388,-0.2791691720485687
32,-0.6799999999999997,116.043225444952,155.4403774897424,-0.268302783370018
33,-0.6699999999999997,112.00556810478538,155.14254328734395,-0.2560278996825218
34,-0.6599999999999997,100.73790036848936,145.2650304429815,-0.24143462628126144
35,-0.6499999999999997,86.11573413094943,130.9302205115375,-0.2256089448928833
36,-0.6399999999999997,72.39912008135266,115.65318575509161,-0.20999585092067719
37,-0.6299999999999997,60.234806368970595,101.75032709871799,-0.19231101870536804
