,z-loc_nm,density-ow_nm^-3,density-hw_nm^-3,s_value
0,-1.0,0.0,0.0,
1,-0.99,0.0,0.0,
2,-0.98,0.0,0.0,
3,-0.97,0.0,0.0,
4,-0.96,0.0,0.0,
5,-0.95,0.0,0.0,
6,-0.94,0.0,0.0,
7,-0.9299999999999999,0.0,0.0,
8,-0.9199999999999999,0.0,0.0,
9,-0.9099999999999999,0.0,0.0,
10,-0.8999999999999999,0.0,0.0,
11,-0.8899999999999999,0.0,0.0,
12,-0.8799999999999999,0.0,0.0,
13,-0.8699999999999999,0.0,0.0,
14,-0.8599999999999999,0.0,0.0,
15,-0.8499999999999999,0.0,0.0,
16,-0.8399999999999999,0.0,0.0073345274117468,
17,-0.8299999999999998,0.0,0.11604270155013688,
18,-0.8199999999999998,0.0,0.8206812278929545,
19,-0.8099999999999998,0.0,2.8565364794678163,
20,-0.7999999999999998,0.0,6.036839954682741,
21,-0.7899999999999998,0.0,9.748634719841746,
22,-0.7799999999999998,0.0,12.97923209730865,
23,-0.7699999999999998,0.0,16.00839191836008,
24,-0.7599999999999998,0.0,19.90433571103544,
25,-0.7499999999999998,0.0010477896302495428,25.21374771491744,-0.1230936199426651
26,-0.7399999999999998,0.10556480524764145,33.9295238067407,-0.24263473600149155
27,-0.7299999999999998,1.8957133885289854,47.623086484471976,-0.2823534458875656
28,-0.7199999999999998,12.329078631738808,66.95113789887017,-0.28542953729629517
29,-0.7099999999999997,38.691465728817306,91.39580802518444,-0.2842058688402176
30,-0.6999999999999997,73.33374843153526,117.16776566561732,-0.2812824845314026
31,-0.6899999999999997,100.2195064489234,139.25779054535332,-0.2758435904979706
32,-0.6799999999999997,111.60688415047544,150.8948041263123,-0.2673887088894844
33,-0.6699999999999997,108.85250715995694,152.17232163299406,-0.25691573321819305
34,-0.6599999999999997,98.83694803180913,144.92895191907897,-0.2440686896443367
35,-0.6499999999999997,86.26582999548268,132.10007763371112,-0.23052183538675308
36,-0.6399999999999997,73.07625412990143,117.87790508751895,-0.21504180133342743
37,-0.6299999999999997,61.406497122997145,104.10968739863239,-0.20054835081100464
